Batch Size,Trial #,Cache Size,Minimum Queue Size,Epoch,Node,Data Loading Time (s),GCP Loading Time (s),Cache Loading Time (s),Prefetch Comms Time (s),Data Loading Time Per Batch (ms),Number of Misses,Number of Accesses,Miss Rate,Epoch Run Time (s)
512,1,1024,768,1,3,94.05,70.67,16.47,0.12,4089.2,1405,11667,0.12042513071055112,260.79
512,1,1024,768,2,1,93.37,70.36,16.26,0.09,4059.36,1473,11667,0.1262535356132682,255.48
512,1,1024,768,2,2,85.05,62.09,16.24,0.1,3697.92,1342,11667,0.11502528499185738,255.48
512,1,1024,768,2,3,85.13,61.97,16.3,0.12,3701.25,1340,11667,0.11485386131824805,233.5
512,2,1024,768,1,1,88.16,65.01,16.36,0.1,3832.93,1286,11667,0.11022542213079627,252.8
512,2,1024,768,1,2,92.42,68.92,16.62,0.11,4018.17,1373,11667,0.11768235193280192,260.79
512,2,1024,768,1,3,95.07,71.36,16.81,0.11,4133.36,1455,11667,0.12471072255078426,252.8
512,2,1024,768,2,1,84.35,61.24,16.42,0.1,3667.34,1332,11667,0.11416816662381075,249.92
512,2,1024,768,2,2,84.63,61.38,16.54,0.09,3679.52,1352,11667,0.115882403359904,233.5
512,2,1024,768,2,3,87.66,64.8,16.16,0.1,3811.14,1369,11667,0.11733950458558327,249.92
512,3,1024,768,1,1,89.77,66.08,16.86,0.11,3903.18,1270,11667,0.10885403274192165,260.79
512,3,1024,768,1,2,90.14,66.87,16.55,0.1,3919.29,1355,11667,0.11613953887031798,252.81
512,3,1024,768,1,3,88.32,64.79,16.69,0.13,3840.01,1296,11667,0.11108254049884289,229.66
512,3,1024,768,2,1,93.84,70.54,16.5,0.1,4080.21,1556,11667,0.1333676180680552,233.49
512,3,1024,768,2,2,90.63,66.82,16.94,0.11,3940.47,1456,11667,0.12479643438758893,249.92
512,3,1024,768,2,3,84.69,61.1,16.75,0.11,3682,1345,11667,0.11528242050227136,255.48
512,1,2048,1536,1,1,66.38,42.21,17.41,0.11,2886.1,759,11667,0.065055284134739,205.98
512,1,2048,1536,1,2,39.12,14.83,17.59,0.1,1700.93,240,11667,0.020570840833119053,205.25
512,1,2048,1536,1,3,60.46,36.45,17.2,0.1,2628.48,611,11667,0.052369932287648926,205.98
512,1,2048,1536,2,1,69.66,45.69,17,0.1,3028.58,875,11667,0.07499785720407988,209.5
512,1,2048,1536,2,2,44.17,19.91,17.51,0.1,1920.46,362,11667,0.031027684923287908,209.21
512,1,2048,1536,2,3,43.22,19.62,16.98,0.1,1879.21,366,11667,0.031370532270506554,209.5
512,2,2048,1536,1,1,57.13,32.56,17.55,0.09,2483.96,601,11667,0.051512813919602295,196.3
512,2,2048,1536,1,2,37.58,14.32,16.63,0.1,1633.81,224,11667,0.01919945144424445,205.98
512,2,2048,1536,1,3,38.9,14.49,17.6,0.1,1691.51,229,11667,0.019628010628267765,196.29
512,2,2048,1536,2,1,66.92,42.97,17.09,0.11,2909.59,869,11667,0.0744835861832519,206.62
512,2,2048,1536,2,2,43.33,19.77,16.82,0.11,1883.75,386,11667,0.03308476900659981,209.5
512,2,2048,1536,2,3,48.81,23.79,17.92,0.1,2122.28,493,11667,0.042255935544698725,206.63
512,3,2048,1536,1,1,64.78,41.41,16.82,0.11,2816.37,680,11667,0.05828404902717065,205.25
512,3,2048,1536,1,2,37.85,14.19,17.11,0.12,1645.56,227,11667,0.019456586954658437,196.29
512,3,2048,1536,1,3,63.13,40.58,16,0.09,2744.93,747,11667,0.06402674209308305,205.25
512,3,2048,1536,2,1,42.97,19.2,17.1,0.1,1868.25,359,11667,0.030770549412873917,209.22
512,3,2048,1536,2,2,41.68,18.12,16.9,0.1,1812.18,349,11667,0.029913431044827292,206.63
512,3,2048,1536,2,3,67.08,44.18,16.33,0.09,2916.51,830,11667,0.07114082454787006,209.22
512,1,3072,768,1,1,38.8895559310913,15.1516890525817,16.7143230438232,0.149109125137329,1690.85025787353,232,11667,0.019885146138681753,183.692147493362
512,1,3072,768,1,2,38.6500916481018,15.6236753463745,16.1942615509033,0.137882232666015,1680.43876730877,235,11667,0.02014228164909574,183.729001045227
512,1,3072,768,1,3,42.0067403316497,17.5873191356658,17.1647398471832,0.141406059265136,1826.38001441955,267,11667,0.022885060426844947,183.753054141998
512,1,3072,768,2,1,43.570328474044,20.4192464351654,16.4824833869934,0.095332384109497,1894.36210756716,429,11667,0.03677037798920031,187.419538021087
512,1,3072,768,2,2,44.5820903778076,21.3456919193267,16.5874474048614,0.112658739089965,1938.35175555685,405,11667,0.034713293905888405,187.417858839035
512,1,3072,768,2,3,46.2603094577789,22.2065968513488,17.2274055480957,0.135239839553833,2011.31780251212,464,11667,0.039770292277363506,187.418790102
512,2,3072,768,1,1,37.8029377460479,14.4522819519042,16.843557357788,0.099222183227539,1643.6059889586,278,11667,0.023827890631696238,181.646237850189
512,2,3072,768,1,2,38.8405447006225,15.6394548416137,16.5692000389099,0.110200643539428,1688.71933480967,279,11667,0.0239136024685009,181.645633697509
512,2,3072,768,1,3,42.0747644901275,17.6713910102844,17.4284241199493,0.138324499130249,1829.33758652728,331,11667,0.02837061798234336,181.64565396308
512,2,3072,768,2,1,43.0658557415008,20.0751187801361,16.4607653617858,0.0911934375762939,1872.42851050003,447,11667,0.03831319105168424,186.264566659927
512,2,3072,768,2,2,43.422912120819,20.0034699440002,16.7387778759002,0.126410245895385,1887.95270090517,440,11667,0.0377132081940516,186.265617847442
512,2,3072,768,2,3,45.7685205936431,21.4038755893707,17.4301960468292,0.13046908378601,1989.93567798448,478,11667,0.04097025799262878,186.265161991119
512,3,3072,768,1,1,38.1794972419738,15.2286632061004,16.4517247676849,0.0908765792846679,1659.97814095538,255,11667,0.021856518385188994,180.722211599349
512,3,3072,768,1,2,38.2447836399078,14.9222934246063,16.7226045131683,0.117390394210815,1662.81667999599,272,11667,0.02331361961086826,180.721186399459
512,3,3072,768,1,3,41.3215417861938,17.01802444458,17.4046113491058,0.117532730102539,1796.58877331277,315,11667,0.026999228593468757,180.7223508358
512,3,3072,768,2,1,43.285961151123,19.613501548767,16.99334359169,0.0957493782043457,1881.99831091839,427,11667,0.03659895431559098,186.863581180572
512,3,3072,768,2,2,44.1568534374237,20.5590691566467,16.9920127391815,0.105340719223022,1919.86319293146,438,11667,0.037541784520442274,186.864823102951
512,3,3072,768,2,3,45.3638179302215,21.28973031044,17.1846380233764,0.121826171875,1972.33991000963,449,11667,0.03848461472529356,186.864199399948
512,1,3072,1536,1,1,39.110123395919,14.9795153141021,17.3718163967132,0.114227294921875,1700.44014764868,242,11667,0.020742264506728378,180.03882241249
512,1,3072,1536,1,2,39.4223570823669,14.8567185401916,17.7320790290832,0.131087064743042,1714.0155253203,237,11667,0.020313705322705065,180.039702415466
512,1,3072,1536,1,3,40.3809475898742,15.0802059173583,18.2913620471954,0.139652013778686,1755.69337347279,238,11667,0.020399417159509728,180.042016267776
512,1,3072,1536,2,1,44.0718002319335,20.7393124103546,16.5970726013183,0.122067689895629,1916.16522747537,451,11667,0.03865603839890289,187.398090362548
512,1,3072,1536,2,2,44.3379244804382,20.7432341575622,16.8700785636901,0.12224531173706,1927.73584697557,451,11667,0.03865603839890289,187.397737026214
512,1,3072,1536,2,3,46.6540219783782,21.5905644893646,17.9470922946929,0.118823051452636,2028.43573819036,442,11667,0.037884631867660924,187.397429466247
512,2,3072,1536,1,1,38.4012701511383,14.9225435256958,16.922866821289,0.105913400650024,1669.62044135383,279,11667,0.0239136024685009,180.018788099288
512,2,3072,1536,1,2,39.2029795646667,14.8771014213562,17.4453864097595,0.129272699356079,1704.47737237681,265,11667,0.022713636753235622,180.022256612777
512,2,3072,1536,1,3,39.7071619033813,14.7033545970916,18.0233662128448,0.151788234710693,1726.39834362527,262,11667,0.022456501242821635,180.020210266113
512,2,3072,1536,2,1,44.4895181655883,20.1397845745086,17.3966245651245,0.100564956665039,1934.32687676471,464,11667,0.039770292277363506,185.896261453628
512,2,3072,1536,2,2,42.3458957672119,19.0488541126251,16.5459585189819,0.110466718673706,1841.12590292225,461,11667,0.03951315676694952,185.896194458007
512,2,3072,1536,2,3,44.7746443748474,20.0107095241546,17.6863083839416,0.120264530181884,1946.72366847162,503,11667,0.04311305391274535,185.895675897598
512,3,3072,1536,1,1,38.5830545425415,14.661253452301,17.3295783996582,0.12830376625061,1677.52411054528,274,11667,0.023485043284477588,178.994604825973
512,3,3072,1536,1,2,38.6443955898284,14.8119413852691,17.0457322597503,0.135607004165649,1680.19111260123,274,11667,0.023485043284477588,178.998002290725
512,3,3072,1536,1,3,38.8534803390502,14.7245872020721,17.4222824573516,0.12528920173645,1689.28175387175,259,11667,0.022199365732407647,178.995796918869
512,3,3072,1536,2,1,43.9918437004089,19.9950482845306,17.1018486022949,0.119464635848999,1912.68885653951,483,11667,0.04139881717665209,185.972276449203
512,3,3072,1536,2,2,43.0150341987609,19.9642710685729,16.4320039749145,0.122550249099731,1870.21887820699,474,11667,0.04062741064541013,185.972056150436
512,3,3072,1536,2,3,45.2810885906219,20.9219198226928,17.4860293865203,0.120576620101928,1968.74298220095,449,11667,0.03848461472529356,185.972411870956
512,1,3072,2304,1,1,90.1674137115478,67.6891827583313,16.0443630218505,0.11830186843872,3920.32233528468,1170,11667,0.10028284906145539,268.404548168182
512,1,3072,2304,1,2,112.470238924026,90.1276206970214,15.6687972545623,0.122524499893188,4890.01038800115,1523,11667,0.13053912745350132,268.40612196922
512,1,3072,2304,1,3,102.968475103378,79.1184635162353,16.9138808250427,0.163074970245361,4476.89022188601,1335,11667,0.11442530213422474,268.404928207397
512,1,3072,2304,2,1,90.982001543045,69.2556569576263,15.3123557567596,0.109495162963867,3955.73919752369,1322,11667,0.11331104825576412,287.787386894226
512,1,3072,2304,2,2,123.479722976684,100.783253908157,15.8887381553649,0.12900972366333,5368.68360768193,1849,11667,0.15848118625182137,287.784846305847
512,1,3072,2304,2,3,142.712398052215,118.934917688369,16.6108736991882,0.114659309387207,6204.8868718354,2191,11667,0.18779463443901603,287.786328554153
512,2,3072,2304,1,1,113.178504705429,90.1328656673431,16.2308385372161,0.112836122512817,4920.8045524099,1845,11667,0.15813833890460272,255.255721330642
512,2,3072,2304,1,2,91.1588163375854,68.5502204895019,15.8666582107543,0.133366346359252,3963.42679728632,1360,11667,0.1165680980543413,255.255254745483
512,2,3072,2304,1,3,92.4886176586151,68.8814005851745,16.7128934860229,0.118472576141357,4021.24424602674,1368,11667,0.1172537927487786,255.254366874694
512,2,3072,2304,2,1,100.285188674926,76.7502207756042,16.6916875839233,0.104348897933959,4360.22559456203,1555,11667,0.13328190623125052,240.564661026
512,2,3072,2304,2,2,99.396211862564,77.0380618572235,15.8588817119598,0.112373828887939,4321.57442880713,1555,11667,0.13328190623125052,240.56639266014
512,2,3072,2304,2,3,53.29727768898,29.7687218189239,16.8719112873077,0.112460374832153,2317.27294299913,587,11667,0.05031284820433702,240.564924240112
512,3,3072,2304,1,1,41.680620670318,19.0511043071746,16.3416991233825,0.093416690826416,1812.2008987095,313,11667,0.026827804919859432,198.514047384262
512,3,3072,2304,1,2,55.4881143569946,32.4972822666168,16.3974215984344,0.140430212020874,2412.5267111736,603,11667,0.05168423759321162,198.515330076217
512,3,3072,2304,1,3,58.5891001224517,34.8949697017669,16.9373724460601,0.117084503173828,2547.35217923703,655,11667,0.05614125310705408,198.515396595001
512,3,3072,2304,2,1,73.3975498676,50.848479270935,16.007821559906,0.106293439865112,3191.19782033173,1030,11667,0.0882831919088026,260.410813808441
512,3,3072,2304,2,2,98.15071010589,74.5193281173706,16.7958962917327,0.114403486251831,4267.42217851721,1491,11667,0.12779634867575212,260.41039943695
512,3,3072,2304,2,3,98.386505365371,74.6702361106872,16.6900181770324,0.13181447982788,4277.6741463205,1500,11667,0.1285677552069941,260.409352302551
512,1,4096,0,1,1,135.57,115.58,13.2,0.13,5894.37,2142,11667,0.18359475443558756,275.45
