Batch Size,Trial #,Cache Size,Epoch,Node,Data Loading Time (s),GCP Loading Time (s),Cache Loading Time (s),Data Loading Time Per Batch (ms),Number of Misses,Number of Accesses,Miss Rate,Epoch Run Time (s)
512,2,8750,1,2,691.331405401229,660.991962194442,21.1216185092926,30057.8871913578,11667,11667,1,852.5276377201
512,2,8750,1,3,700.122991323471,663.388785362243,24.6640391349792,30440.1300575422,11667,11667,1,852.526663064956
512,2,8750,2,1,618.386477947235,577.788051366806,27.0515797138214,26886.3686064015,10350,11667,0.8871175109282592,775.833945035934
512,2,8750,2,2,614.238674402236,585.194016933441,20.3564963340759,26706.0293218363,10392,11667,0.890717408074055,775.834178209304
512,2,8750,2,3,625.453359365463,590.450697183609,23.6796033382415,27193.6243202375,10390,11667,0.8905459844004457,775.833317518234
512,3,8750,1,1,703.25652885437,658.486680030822,29.5689105987548,30576.3708197552,11667,11667,1,879.172829389572
512,3,8750,1,2,711.972636699676,681.587369203567,21.2438650131225,30955.3320304207,11667,11667,1,879.175646305084
512,3,8750,1,3,690.586744785308,657.877794981002,22.7242064476013,30025.5106428395,11667,11667,1,879.172409057617
512,3,8750,2,1,636.371497392654,594.253505468368,28.056975364685,27668.3259735936,10340,11667,0.8862603925602126,791.230404138565
512,3,8750,2,2,616.64184737205,587.602091550827,20.4107255935668,26810.5151031328,10358,11667,0.8878032056226965,791.232030630111
512,3,8750,2,3,629.268737792968,598.962624073028,21.2803266048431,27359.5103388247,10316,11667,0.8842033084769007,791.232418060302
