Batch Size,Trial #,Cache Size,Minimum Queue Size,Epoch,Node,Data Loading Time (s),GCP Loading Time (s),Cache Loading Time (s),Prefetch Comms Time (s),Data Loading Time Per Batch (ms),Number of Misses,Number of Accesses,Miss Rate,Epoch Run Time (s)
512,3,2048,512,2,2,154.41,131.11,16.23,0.1,5514.76,3245,14000,0.2317857142857143,160.71
512,3,2048,512,2,3,151.75,129.98,15.2,0.09,5419.71,3152,14000,0.22514285714285714,160.71
512,1,512,256,1,1,379.198823451995,358.567620038986,14.2489964962005,0.100144386291503,13542.8151232855,6668,14000,0.4762857142857143,404.27222084999
512,1,512,256,1,2,396.107406854629,371.984203577041,16.4808466434478,0.123585224151611,14146.693101951,6779,14000,0.4842142857142857,404.27187013626
512,1,512,256,1,3,391.698144674301,368.342069625854,16.1010308265686,0.105668067932128,13989.2194526536,6727,14000,0.4805,404.272452116012
512,1,512,256,2,1,392.177923440933,365.626675128936,18.0512144565582,0.102839469909667,14006.3544086047,6756,14000,0.4825714285714286,404.357560396194
512,1,512,256,2,2,383.982950210571,357.156150102615,18.0993793010711,0.116884469985961,13713.6767932346,6748,14000,0.482,404.357440710067
512,1,512,256,2,3,376.382478713989,352.865423202514,16.2831602096557,0.103564739227294,13442.2313826424,6682,14000,0.4772857142857143,404.357508659362
512,2,512,256,1,1,384.122757911682,357.691593647003,17.8080084323883,0.100346326828002,13718.6699254172,6755,14000,0.4825,394.027163505554
512,2,512,256,1,2,381.405111074447,353.922646284103,18.4424202442169,0.122846364974975,13621.611109801,6661,14000,0.4757857142857143,394.027811288833
512,2,512,256,1,3,370.078737258911,346.949809074401,15.9109635353088,0.104268312454223,13217.0977592468,6720,14000,0.48,394.026916027069
512,2,512,256,2,1,360.562560558319,336.448191881179,16.6012604236602,0.101758003234863,12877.2343056542,6750,14000,0.48214285714285715,376.15626502037
512,2,512,256,2,2,364.402493476867,337.739809989929,18.0045375823974,0.117271423339843,13014.3747670309,6751,14000,0.4822142857142857,376.156076908111
512,2,512,256,2,3,359.248439788818,336.03486585617,16.057992696762,0.103369951248168,12830.3014210292,6768,14000,0.48342857142857143,376.156151771545
512,3,512,256,1,1,384.098140716552,360.930831909179,15.969084739685,0.101435184478759,13717.7907398768,6716,14000,0.4797142857142857,402.197029590606
512,3,512,256,1,2,377.084154129028,350.885453939437,17.7590208053588,0.116949081420898,13467.2912188938,6723,14000,0.4802142857142857,402.19685101509
512,3,512,256,1,3,374.362734556198,351.248121023178,15.992148399353,0.103081464767456,13370.0976627213,6774,14000,0.4838571428571429,402.196943759918
512,3,512,256,2,1,367.459870815277,346.485361099243,14.5284583568573,0.0944483280181884,13123.5668148313,6784,14000,0.4845714285714286,381.759769201278
512,3,512,256,2,2,369.205172538757,343.605103254318,17.5082111358642,0.119544267654418,13185.8990192413,6716,14000,0.4797142857142857,381.759958028793
512,3,512,256,2,3,370.018866300582,346.697522878646,16.1689145565032,0.102792501449584,13214.9595107351,6754,14000,0.48242857142857143,381.7599132061
512,1,1024,512,1,1,162.17,138.24,16.64,0.1,5791.67,2643,14000,0.18878571428571428,168.73
512,1,1024,512,1,2,161.34,137.69,16.63,0.1,5762.2,2691,14000,0.19221428571428573,168.73
512,1,1024,512,1,3,160.94,137.25,16.45,0.1,5747.89,2671,14000,0.19078571428571428,168.73
512,1,1024,512,2,1,167.46,143.32,16.8,0.1,5980.77,2909,14000,0.2077857142857143,173.55
512,1,1024,512,2,2,165.79,142.42,16.31,0.1,5921.17,2877,14000,0.2055,173.55
512,1,1024,512,2,3,161.52,138.41,16.08,0.09,5768.7,2765,14000,0.1975,173.55
512,2,1024,512,1,1,156.82,133.14,16.51,0.1,5600.66,2748,14000,0.19628571428571429,162.7
512,2,1024,512,1,2,156.95,133.63,16.33,0.1,5605.36,2753,14000,0.19664285714285715,162.7
512,2,1024,512,1,3,154.28,131.1,16.11,0.09,5510.16,2731,14000,0.19507142857142856,162.7
512,2,1024,512,2,1,155.46,132.08,16.33,0.1,5552.16,2849,14000,0.2035,163.02
512,2,1024,512,2,2,155.93,132.68,16.28,0.1,5568.96,2877,14000,0.2055,163.02
512,2,1024,512,2,3,157.4,133.85,16.4,0.1,5621.34,2882,14000,0.20585714285714285,163.02
512,3,1024,512,1,1,154.57,131.02,16.4,0.1,5520.19,2886,14000,0.20614285714285716,162.39
512,3,1024,512,1,2,156.51,133.33,16.18,0.1,5589.81,2901,14000,0.2072142857142857,162.39
512,3,1024,512,1,3,154.46,131.65,15.84,0.1,5516.3,2906,14000,0.20757142857142857,162.39
512,3,1024,512,2,1,155.67,131.91,16.54,0.1,5559.57,3150,14000,0.225,163.87
512,3,1024,512,2,2,157.49,133.77,16.55,0.1,5624.74,3200,14000,0.22857142857142856,163.87
512,3,1024,512,2,3,155.99,133.03,16.04,0.09,5571.18,3108,14000,0.222,163.87
512,1,2048,1024,1,1,110.49,82.44,20.12,0.14,3946.01,1847,14000,0.13192857142857142,123.01
512,1,2048,1024,1,2,116.31,88.09,20.28,0.12,4153.95,1995,14000,0.1425,123.01
512,1,2048,1024,1,3,102.09,77.61,17.27,0.1,3646.14,1734,14000,0.12385714285714286,123.01
512,1,2048,1024,2,1,110.85,83.72,19.35,0.12,3958.82,2090,14000,0.1492857142857143,122.98
512,1,2048,1024,2,2,116.62,88.07,20.44,0.12,4164.99,2228,14000,0.15914285714285714,122.98
512,1,2048,1024,2,3,100.41,75.31,17.94,0.12,3585.97,1883,14000,0.1345,122.98
512,2,2048,1024,1,1,108.2,83.11,17.76,0.1,3864.32,1934,14000,0.13814285714285715,122.49
512,2,2048,1024,1,2,116.82,89.19,19.66,0.13,4172.18,2032,14000,0.14514285714285713,122.49
512,2,2048,1024,1,3,102.37,78.81,16.81,0.1,3656.01,1820,14000,0.13,122.49
512,2,2048,1024,2,1,98.03,72.28,18.36,0.13,3500.95,1991,14000,0.1422142857142857,122.08
512,2,2048,1024,2,2,115.6,87.06,20.37,0.13,4128.54,2411,14000,0.1722142857142857,122.08
512,2,2048,1024,2,3,95.87,70.85,17.87,0.12,3423.93,1898,14000,0.13557142857142856,122.08
512,3,2048,1024,1,1,104.62,78.86,18.49,0.1,3736.4,1849,14000,0.13207142857142856,122.46
512,3,2048,1024,1,2,115.71,87.05,20.52,0.11,4132.64,2036,14000,0.14542857142857143,122.46
512,3,2048,1024,1,3,106.81,81.06,18.32,0.11,3814.78,1923,14000,0.13735714285714284,122.46
512,3,2048,1024,2,1,108.38,81.21,19.28,0.12,3870.79,2106,14000,0.15042857142857144,122.3
512,3,2048,1024,2,2,116.31,88.24,20.02,0.12,4153.83,2252,14000,0.16085714285714287,122.3
512,3,2048,1024,2,3,109.14,82.04,19.37,0.14,3897.96,2094,14000,0.14957142857142858,122.3
512,1,512,384,1,1,383.88,360.37,16.13,0.1,13709.83,6761,14000,0.48292857142857143,399.29
512,1,512,384,1,2,387.03,363.37,16.31,0.1,13822.64,6779,14000,0.4842142857142857,399.29
512,1,512,384,1,3,388.29,364.48,16.37,0.1,13867.39,6750,14000,0.48214285714285715,399.29
512,1,512,384,2,1,386.72,363.24,16.19,0.1,13811.31,6734,14000,0.481,397.56
512,1,512,384,2,2,382.84,359.53,16.15,0.1,13672.99,6718,14000,0.47985714285714287,397.56
512,1,512,384,2,3,381.97,358.19,16.42,0.1,13641.95,6665,14000,0.4760714285714286,397.56
512,2,512,384,1,1,387.63,363.88,16.02,0.1,13844.09,6740,14000,0.48142857142857143,403.77
512,2,512,384,1,2,388.34,365.19,15.97,0.1,13869.22,6775,14000,0.48392857142857143,403.77
512,2,512,384,1,3,384.09,361,15.88,0.1,13717.43,6713,14000,0.4795,403.77
512,2,512,384,2,1,385.44,360.6,16.97,0.1,13765.66,6771,14000,0.48364285714285715,394.11
512,2,512,384,2,2,379.35,354.57,17.08,0.1,13548.22,6674,14000,0.4767142857142857,394.11
512,2,512,384,2,3,377.94,355.2,15.62,0.09,13497.83,6754,14000,0.48242857142857143,394.11
512,3,512,384,1,1,394.09,368.94,17.29,0.1,14074.5,6723,14000,0.4802142857142857,409.5
512,3,512,384,1,2,398.5,374.93,16.29,0.1,14232.1,6759,14000,0.48278571428571426,409.5
512,3,512,384,1,3,396.65,374.3,15.26,0.09,14166.1,6761,14000,0.48292857142857143,409.5
512,3,512,384,2,1,381.94,357.4,16.91,0.1,13640.63,6727,14000,0.4805,394.79
512,3,512,384,2,2,378.76,355.36,16.27,0.1,13527.22,6734,14000,0.481,394.79
512,3,512,384,2,3,376.77,353.29,15.93,0.1,13456.03,6746,14000,0.4818571428571429,394.79
512,1,1024,768,1,1,138.1,109.79,20.28,0.12,4932.13,2219,14000,0.1585,164.29
512,1,1024,768,1,2,144.52,115.84,20.49,0.13,5161.33,2330,14000,0.16642857142857143,164.29
512,1,1024,768,1,3,155.2,126.92,20.23,0.12,5542.91,2544,14000,0.18171428571428572,164.3
512,1,1024,768,2,1,155.35,128,19.43,0.14,5548.38,2846,14000,0.2032857142857143,169.82
512,1,1024,768,2,2,162.95,135.19,19.86,0.12,5819.57,2915,14000,0.2082142857142857,169.82
512,1,1024,768,2,3,158.46,131.06,19.48,0.11,5659.36,2776,14000,0.1982857142857143,169.82
512,2,1024,768,1,1,158.95,132.39,18.79,0.11,5676.9,2793,14000,0.1995,206.65
512,2,1024,768,1,2,167.45,139.86,19.56,0.12,5980.45,2844,14000,0.20314285714285715,206.65
512,2,1024,768,1,3,166.67,140.92,18.31,0.11,5952.51,2938,14000,0.20985714285714285,206.65
512,2,1024,768,2,1,155.96,128.63,19.44,0.11,5569.86,2825,14000,0.2017857142857143,194.03
512,2,1024,768,2,2,163.71,136.25,19.62,0.12,5846.95,2987,14000,0.21335714285714286,194.03
512,2,1024,768,2,3,151.5,125.45,18.53,0.12,5410.56,2771,14000,0.19792857142857143,194.03
512,3,1024,768,1,1,167.06,142.31,17.44,0.1,5966.56,3033,14000,0.21664285714285714,193.14
512,3,1024,768,1,2,164.72,136.57,20.06,0.11,5883,2846,14000,0.2032857142857143,193.14
512,3,1024,768,1,3,170.13,145.71,17.18,0.1,6075.99,3154,14000,0.22528571428571428,193.14
512,3,1024,768,2,1,184.23,158.24,18.44,0.11,6579.64,3412,14000,0.24371428571428572,224.46
512,3,1024,768,2,2,172.6,145.26,19.41,0.14,6164.42,3092,14000,0.22085714285714286,224.46
512,3,1024,768,2,3,199.16,174.56,17.42,0.11,7112.84,3739,14000,0.26707142857142857,224.46
512,1,2048,1536,1,1,87.8450348377227,64.9472193717956,16.363673210144,0.0943849086761474,3137.32267277581,1221,14000,0.08721428571428572,126.574123382568
512,1,2048,1536,1,2,121.081772565841,90.7315261363983,21.7792789936065,0.151568889617919,4324.34902020863,1656,14000,0.11828571428571429,126.574353694915
512,1,2048,1536,1,3,106.689657211303,78.3956243991851,20.3808739185333,0.136625051498413,3810.3449004037,1440,14000,0.10285714285714286,126.574260234832
512,1,2048,1536,2,1,79.7857224941253,52.5081913471221,19.925461769104,0.140411853790283,2849.4900890759,1077,14000,0.07692857142857143,124.874122142791
512,1,2048,1536,2,2,116.30053448677,85.922551870346,21.7705011367797,0.146167516708374,4153.59051738466,1767,14000,0.12621428571428572,124.872946500778
512,1,2048,1536,2,3,108.753028154373,77.7270748615264,22.7004582881927,0.141400814056396,3884.03671979904,1605,14000,0.11464285714285714,124.873329401016
512,2,2048,1536,1,1,111.249526262283,80.0589184761047,22.8518919944763,0.129279375076293,3973.19736651011,1510,14000,0.10785714285714286,127.624437332153
512,2,2048,1536,1,2,121.011358022689,90.6601440906524,21.7703781127929,0.130463123321533,4321.83421509606,1713,14000,0.12235714285714286,127.624492883682
512,2,2048,1536,1,3,104.387677907943,74.7652842998504,21.4469945430755,0.129735946655273,3728.13135385513,1434,14000,0.10242857142857142,127.624706983566
512,2,2048,1536,2,1,109.09065079689,77.2468593120575,23.2069611549377,0.126512050628662,3896.0946713175,1635,14000,0.11678571428571428,127.031249761581
512,2,2048,1536,2,2,118.553894758224,86.7585546970367,22.2124845981597,0.144952058792114,4234.06766993658,1833,14000,0.13092857142857142,127.030827999114
512,2,2048,1536,2,3,100.072654485702,69.9530277252197,21.9947443008422,0.136624097824096,3574.02337448937,1524,14000,0.10885714285714286,127.030612468719
512,3,2048,1536,1,1,99.2147088050842,73.1326127052307,18.7168238162994,0.136646747589111,3543.38245732443,1436,14000,0.10257142857142858,127.607721328735
512,3,2048,1536,1,2,122.642095804214,91.9087090492248,22.1939437389373,0.153078079223632,4380.07485015051,1824,14000,0.13028571428571428,127.607759714126
512,3,2048,1536,1,3,104.046624183654,76.6640644073486,19.5666677951812,0.144373178482055,3715.95086370195,1541,14000,0.11007142857142857,127.607651233673
512,3,2048,1536,2,1,93.993530511856,63.7034764289855,22.3083357810974,0.134335756301879,3356.9118039948,1365,14000,0.0975,126.024125576019
512,3,2048,1536,2,2,118.087800741195,87.2328906059265,22.2116589546203,0.148915529251098,4217.4214550427,1876,14000,0.134,126.02372264862
512,3,2048,1536,2,3,103.807599544525,73.0679564476013,22.2960250377655,0.140975713729858,3707.41426944732,1561,14000,0.1115,126.02362036705
512,1,3072,768,1,1,125.69,96.35,20.36,0.16,4488.77,2087,14000,0.14907142857142858,131.92
512,1,3072,768,1,2,109.01,83.32,17.91,0.15,3893.36,1827,14000,0.1305,131.89
512,1,3072,768,1,3,114.1,87.57,18.5,0.11,4075.17,1915,14000,0.1367857142857143,131.83
512,1,3072,768,2,1,122.12,94.59,19.39,0.15,4361.48,2279,14000,0.16278571428571428,130.75
512,1,3072,768,2,2,106.09,77.88,20.04,0.14,3788.98,1941,14000,0.13864285714285715,130.75
512,1,3072,768,2,3,112.41,84.63,19.85,0.14,4014.54,2101,14000,0.15007142857142858,130.75
512,2,3072,768,1,1,125.25,95.05,21.33,0.13,4473.3,1975,14000,0.14107142857142857,130.67
512,2,3072,768,1,2,107.74,80.92,18.79,0.11,3847.99,1703,14000,0.12164285714285715,130.67
512,2,3072,768,1,3,111.36,83.9,19.45,0.13,3977.06,1806,14000,0.129,130.67
512,2,3072,768,2,1,123.12,94.6,20.1,0.13,4397.06,2279,14000,0.16278571428571428,130.65
512,2,3072,768,2,2,108.9,80.6,20.18,0.13,3889.3,1953,14000,0.1395,130.65
512,2,3072,768,2,3,112.47,84.9,19.75,0.14,4016.87,2054,14000,0.1467142857142857,130.65
512,3,3072,768,1,1,124.76,94.97,21.26,0.14,4455.8,1994,14000,0.14242857142857143,130.45
512,3,3072,768,1,2,104.26,77.35,19.25,0.1,3723.51,1598,14000,0.11414285714285714,130.45
512,3,3072,768,1,3,109.11,81.71,19.51,0.12,3896.73,1738,14000,0.12414285714285714,130.45
512,3,3072,768,2,1,124.99,94.06,21.97,0.13,4464.03,2256,14000,0.16114285714285714,132.71
512,3,3072,768,2,2,100.64,73.35,19.52,0.13,3594.13,1765,14000,0.12607142857142858,132.71
512,3,3072,768,2,3,104.1,76.37,19.81,0.13,3717.93,1905,14000,0.13607142857142857,132.71
512,1,3072,1536,1,1,117.415644884109,86.4350411891937,21.8412935733795,0.201740980148315,4193.41588871819,1771,14000,0.1265,127.390670537948
512,1,3072,1536,1,2,111.46895122528,80.8996303081512,21.4890699386596,0.161201000213623,3981.03397233145,1663,14000,0.11878571428571429,127.377553939819
512,1,3072,1536,1,3,117.978522539138,86.8346533775329,21.9475643634796,0.170219421386718,4213.518662112,1780,14000,0.12714285714285714,127.334122419357
512,1,3072,1536,2,1,115.494959831237,84.6715958118438,22.1314339637756,0.166883468627929,4124.81999397277,2319,14000,0.16564285714285715,121.957601547241
512,1,3072,1536,2,2,109.510169267654,79.467930316925,21.4988522529602,0.129167556762695,3911.0774738448,2199,14000,0.15707142857142858,121.958359241485
512,1,3072,1536,2,3,110.296745300292,80.4810001850128,21.3649742603302,0.130845785140991,3939.16947501046,2251,14000,0.16078571428571428,121.958015203475
512,2,3072,1536,1,1,115.037086248397,83.2974288463592,22.710024356842,0.142382860183715,4108.4673660142,1998,14000,0.1427142857142857,130.817165613174
512,2,3072,1536,1,2,113.803330898284,82.6460919380188,22.5594317913055,0.126299142837524,4064.40467493874,2028,14000,0.14485714285714285,130.816938161849
512,2,3072,1536,1,3,97.0355277061462,69.8643577098846,19.3757798671722,0.120612859725952,3465.55456093379,1814,14000,0.12957142857142856,130.817136526107
512,2,3072,1536,2,1,112.285112857818,81.9267435073852,21.7971875667572,0.140018463134765,4010.1826020649,2206,14000,0.15757142857142858,131.358381986618
512,2,3072,1536,2,2,112.972839355468,83.6970014572143,21.1865134239196,0.115614414215087,4034.74426269531,1732,14000,0.12371428571428572,131.358288049697
512,2,3072,1536,2,3,106.829366445541,78.6551630496978,20.3396341800689,0.115305185317993,3815.33451591219,2049,14000,0.14635714285714285,131.358523845672
512,3,3072,1536,1,1,115.609101057052,85.7981102466583,21.0994873046875,0.135308265686035,4128.8964663233,1917,14000,0.13692857142857143,125.191486835479
512,3,3072,1536,1,2,117.154864549636,86.3764374256134,22.1078193187713,0.116507291793823,4184.10230534417,1918,14000,0.137,125.191305398941
512,3,3072,1536,1,3,100.41409254074,73.6412539482116,19.1649188995361,0.126183748245239,3586.21759074074,1613,14000,0.11521428571428571,125.190971136093
512,3,3072,1536,2,1,114.436457633972,83.7628400325775,21.893948316574,0.149875879287719,4087.01634407043,2219,14000,0.1585,122.354562759399
512,3,3072,1536,2,2,110.537190198898,79.5224914550781,22.136530637741,0.121042966842651,3947.75679281779,2077,14000,0.14835714285714285,122.354568004608
512,3,3072,1536,2,3,101.811072587966,72.6762945652008,21.0153632164001,0.119995832443237,3636.10973528453,1894,14000,0.1352857142857143,122.355017185211
512,1,3072,2304,1,1,112.87,71.98,30.56,0.14,4030.96,1474,14000,0.10528571428571429,120.44
512,1,3072,2304,1,2,84.75,50.78,25.32,0.13,3026.89,1020,14000,0.07285714285714286,120.44
512,1,3072,2304,1,3,86.6,51.89,25.91,0.14,3092.84,1038,14000,0.07414285714285715,120.44
512,1,3072,2304,2,1,119.83,80.53,29.22,0.13,4279.47,2096,14000,0.14971428571428572,138.87
512,1,3072,2304,2,2,107.72,73.87,25.12,0.14,3847.3,1984,14000,0.1417142857142857,138.87
512,1,3072,2304,2,3,107.58,72.34,26.26,0.13,3842.17,1905,14000,0.13607142857142857,138.87
512,2,3072,2304,1,1,112.15,73.08,29.02,0.15,4005.36,1618,14000,0.11557142857142857,119.31
512,2,3072,2304,1,2,85.64,52.72,24.35,0.13,3058.54,1141,14000,0.0815,119.31
512,2,3072,2304,1,3,85.73,53.33,23.99,0.14,3061.8,1111,14000,0.07935714285714286,119.31
512,2,3072,2304,2,1,109.7,65,34.02,0.15,3918.03,1805,14000,0.12892857142857142,118.01
512,2,3072,2304,2,2,66.28,28.71,28.12,0.16,2367.09,826,14000,0.059,118.01
512,2,3072,2304,2,3,62.08,25.41,27.66,0.13,2217.13,751,14000,0.053642857142857145,118.01
512,3,3072,2304,1,1,112.27,71.39,30.64,0.13,4009.67,1710,14000,0.12214285714285714,119.14
512,3,3072,2304,1,2,84.19,50.34,25,0.13,3006.88,1169,14000,0.0835,119.14
512,3,3072,2304,1,3,83.18,49.64,24.82,0.13,2970.66,1125,14000,0.08035714285714286,119.14
512,3,3072,2304,2,1,125.16,89.09,26.4,0.12,4469.85,1958,14000,0.13985714285714285,141.77
512,3,3072,2304,2,2,104.62,72.84,23.38,0.12,3736.45,1605,14000,0.11464285714285714,141.77
512,3,3072,2304,2,3,116.32,83.45,24.34,0.13,4154.38,1817,14000,0.12978571428571428,141.77
512,1,4096,0,1,1,164.58445072174,141.522662401199,15.6529150009155,0.141402721405029,5878.01609720502,3205,14000,0.22892857142857143,171.410665988922
512,1,4096,0,1,2,160.203818082809,138.522096395492,14.7186529636383,0.117202281951904,5721.5649315289,3160,14000,0.2257142857142857,171.415237188339
512,1,4096,0,1,3,162.616686582565,140.803044557571,14.8632087707519,0.125454425811767,5807.73880652018,3247,14000,0.23192857142857143,171.400754213333
512,1,4096,0,2,1,164.881215333938,141.628232002258,16.1354572772979,0.097527265548706,5888.6148333549,3749,14000,0.2677857142857143,172.256114244461
512,1,4096,0,2,2,163.820705175399,141.834573984146,15.1974096298217,0.096524953842163,5850.73947054999,3780,14000,0.27,172.255673885345
512,1,4096,0,2,3,160.337577104568,138.614533424377,15.1149439811706,0.0978479385375976,5726.34203944887,3695,14000,0.2639285714285714,172.256255149841
512,2,4096,0,1,1,164.837017536163,142.304109811782,15.6754539012908,0.0992407798767089,5887.03634057726,3264,14000,0.23314285714285715,170.550305604934
512,2,4096,0,1,2,162.35668349266,140.900574922561,14.8681635856628,0.101250886917114,5798.45298188073,3243,14000,0.23164285714285715,170.550345420837
512,2,4096,0,1,3,161.019831657409,139.18391919136,15.1845231056213,0.0974514484405517,5750.70827347891,3208,14000,0.22914285714285715,170.550443410873
512,2,4096,0,2,1,164.256217002868,141.327255487442,15.9088037014007,0.0987782478332519,5866.29346438816,3551,14000,0.25364285714285717,172.240879535675
512,2,4096,0,2,2,161.9793176651,140.415712833404,14.9408903121948,0.0967261791229248,5784.97563089643,3428,14000,0.24485714285714286,172.241196155548
