Batch Size,Trial #,Cache Size,Minimum Queue Size,Epoch,Node,Data Loading Time (s),GCP Loading Time (s),Cache Loading Time (s),Prefetch Comms Time (s),Data Loading Time Per Batch (ms),Number of Misses,Number of Accesses,Miss Rate,Epoch Run Time (s)
512,2,4096,0,2,3,163.74281740188,141.53700518608,15.6675848960876,0.0949997901916503,5847.95776435307,3470,14000,0.24785714285714286,172.240789413452
512,3,4096,0,1,1,163.420789003372,140.716027736663,15.6869547367095,0.097355842590332,5836.45675012043,3188,14000,0.2277142857142857,168.882910013198
512,3,4096,0,1,2,158.248545885086,136.895625591278,14.8322765827178,0.097203254699707,5651.73378161021,3191,14000,0.22792857142857142,168.882962226867
512,3,4096,0,1,3,158.524703979492,137.078449010849,14.8709535598754,0.0992305278778076,5661.5965706961,3257,14000,0.23264285714285715,168.882760286331
512,3,4096,0,2,1,165.977495908737,142.343464374542,16.9205629825592,0.0983474254608154,5927.76771102632,3657,14000,0.26121428571428573,177.201672792434
512,3,4096,0,2,2,161.721049308776,140.028940916061,15.0642669200897,0.0965528488159179,5775.75176102774,3776,14000,0.26971428571428574,177.201501369476
512,3,4096,0,2,3,164.046723604202,142.04511976242,15.3563404083251,0.0997827053070068,5858.81155729293,3686,14000,0.2632857142857143,177.202187061309
512,1,4096,1024,1,1,118.76,88.6,21.17,0.14,4241.46,1974,14000,0.141,132.66
512,1,4096,1024,1,2,121.39,92.2,20.39,0.14,4335.21,2079,14000,0.1485,132.63
512,1,4096,1024,1,3,124.72,94.45,20.98,0.16,4454.3,2100,14000,0.15,132.52
512,1,4096,1024,2,1,119.56,88.46,22.05,0.13,4270,2309,14000,0.16492857142857142,130.6
512,1,4096,1024,2,2,122.29,90.27,22.77,0.12,4367.33,2323,14000,0.16592857142857143,130.6
512,1,4096,1024,2,3,121.13,90.75,21.46,0.13,4326.19,2351,14000,0.16792857142857143,130.6
512,2,4096,1024,1,1,122.13,92.06,21.34,0.13,4361.66,2220,14000,0.15857142857142856,129.87
512,2,4096,1024,1,2,122.37,92.31,21.32,0.13,4370.5,2253,14000,0.16092857142857142,129.87
512,2,4096,1024,1,3,122.31,92.26,21.13,0.11,4368.16,2224,14000,0.15885714285714286,129.87
512,2,4096,1024,2,1,120.05,89.48,21.74,0.12,4287.65,2469,14000,0.17635714285714285,130.47
512,2,4096,1024,2,2,120.73,89.82,22.04,0.12,4311.95,2476,14000,0.17685714285714285,130.47
512,2,4096,1024,2,3,122.08,90.91,22.1,0.13,4359.98,2493,14000,0.17807142857142857,130.47
512,3,4096,1024,1,1,116.2,87.91,19.9,0.12,4150.11,2052,14000,0.14657142857142857,128.32
512,3,4096,1024,1,2,117.78,89.02,20.43,0.11,4206.48,2149,14000,0.1535,128.32
512,3,4096,1024,1,3,121.34,92.25,20.52,0.11,4333.73,2220,14000,0.15857142857142856,128.32
512,3,4096,1024,2,1,119.17,89.27,21.08,0.14,4256.04,2484,14000,0.17742857142857144,127.67
512,3,4096,1024,2,2,118.24,89.08,20.58,0.13,4222.96,2463,14000,0.17592857142857143,127.67
512,3,4096,1024,2,3,119.89,90.29,20.86,0.12,4281.86,2521,14000,0.18007142857142858,127.67
512,1,4096,2048,1,1,107.37,71.44,26.69,0.13,3834.63,1693,14000,0.12092857142857143,120.4
512,1,4096,2048,1,2,111.68,76.53,25.86,0.13,3988.51,1807,14000,0.12907142857142856,120.4
512,1,4096,2048,1,3,110.74,75.34,25.77,0.12,3954.91,1807,14000,0.12907142857142856,120.39
512,1,4096,2048,2,1,104.42,62.81,31.16,0.14,3729.34,1722,14000,0.123,120.94
512,1,4096,2048,2,2,109.38,67.64,30.85,0.14,3906.29,1885,14000,0.13464285714285715,120.94
512,1,4096,2048,2,3,111.55,70.12,30.62,0.15,3983.99,1882,14000,0.13442857142857143,120.94
512,2,4096,2048,1,1,109.74,73.98,26.24,0.13,3919.41,1738,14000,0.12414285714285714,120.23
512,2,4096,2048,1,2,108.71,72.37,26.76,0.13,3882.39,1641,14000,0.11721428571428572,120.22
512,2,4096,2048,1,3,112.79,76.2,26.87,0.13,4028.15,1745,14000,0.12464285714285714,120.23
512,2,4096,2048,2,1,107.9,66.5,30.73,0.16,3853.45,1658,14000,0.11842857142857142,123.02
512,2,4096,2048,2,2,113.67,72.84,30.4,0.16,4059.71,1814,14000,0.12957142857142856,123.02
512,2,4096,2048,2,3,109.22,67.46,31.32,0.14,3900.87,1659,14000,0.1185,123.02
512,3,4096,2048,1,1,111.35,74.33,27.13,0.14,3976.63,1662,14000,0.11871428571428572,122.11
512,3,4096,2048,1,2,112.14,75.67,26.88,0.13,4005.09,1689,14000,0.12064285714285715,122.11
512,3,4096,2048,1,3,115.01,78.31,27.2,0.17,4107.47,1745,14000,0.12464285714285714,122.11
512,3,4096,2048,2,1,108.97,67.81,30.73,0.14,3891.66,1672,14000,0.11942857142857143,120.76
512,3,4096,2048,2,2,110,68.82,30.87,0.14,3928.64,1698,14000,0.12128571428571429,120.76
512,3,4096,2048,2,3,107.16,66.05,30.7,0.15,3826.97,1641,14000,0.11721428571428572,120.76
512,1,4096,3072,1,1,104.959151506423,68.1171884536743,27.4863884449005,0.157561779022216,3748.54112522942,1511,14000,0.10792857142857143,114.314874887466
512,1,4096,3072,1,2,92.8323557376861,57.5241918563842,26.6163961887359,0.156117916107177,3315.44127634593,1274,14000,0.091,114.315841436386
512,1,4096,3072,1,3,95.0082831382751,58.5016074180603,27.4150254726409,0.150810241699218,3393.15296922411,1298,14000,0.09271428571428571,114.315171957015
512,1,4096,3072,2,1,120.091282129287,80.8733763694763,29.3533227443695,0.139952182769775,4288.97436176027,2350,14000,0.16785714285714284,130.707603216171
512,1,4096,3072,2,2,86.834664344787,48.7392191886901,28.6625728607177,0.154808521270751,3101.23801231384,1402,14000,0.10014285714285714,130.707252025604
512,1,4096,3072,2,3,95.4945585727691,58.5239429473876,27.699099779129,0.169256210327148,3410.51994902747,1636,14000,0.11685714285714285,130.707011699676
512,2,4096,3072,1,1,100.683138132095,61.040583372116,29.8072221279144,0.192370891571044,3595.82636186054,1362,14000,0.09728571428571428,113.172424077987
512,2,4096,3072,1,2,94.15503835678,57.918618440628,27.1506054401397,0.151921987533569,3362.6799413136,1303,14000,0.09307142857142857,113.172115564346
512,2,4096,3072,1,3,103.651068687438,65.3504674434661,28.8536922931671,0.135499477386474,3701.82388169424,1568,14000,0.112,113.171819448471
512,2,4096,3072,2,1,127.36610341072,89.4651315212249,28.3961658477783,0.162211656570434,4548.78940752574,2389,14000,0.17064285714285715,137.351758241653
512,2,4096,3072,2,2,98.8068284988403,63.6101059913635,26.4511144161224,0.161444664001464,3528.81530353001,1808,14000,0.12914285714285714,137.352063179016
512,2,4096,3072,2,3,114.78401851654,76.3236002922058,28.6900808811187,0.177037477493286,4099.42923273359,2131,14000,0.15221428571428572,137.351929426193
512,3,4096,3072,1,1,94.7174034118652,57.443680524826,28.0524008274078,0.141884803771972,3382.76440756661,1268,14000,0.09057142857142857,113.12754702568
512,3,4096,3072,1,2,97.4166421890258,59.0809452533721,28.8133199214935,0.141059637069702,3479.1657924652,1325,14000,0.09464285714285714,113.127256631851
512,3,4096,3072,1,3,102.556450843811,64.0534737110138,29.155199766159,0.175203561782836,3662.73038727896,1502,14000,0.10728571428571429,113.127379894256
512,3,4096,3072,2,1,87.5081715583801,47.5625991821289,30.5718073844909,0.154428482055664,3125.29184137071,1273,14000,0.09092857142857143,114.931292533874
512,3,4096,3072,2,2,103.960421085357,58.9643042087554,34.4735071659088,0.170652151107788,3712.87218161991,1553,14000,0.11092857142857143,114.931465387344
512,3,4096,3072,2,3,95.3726248741149,52.0374591350555,33.3024861812591,0.142065286636352,3406.16517407553,1392,14000,0.09942857142857142,114.931203842163
