Batch Size,Fetch Size,Trial #,Cache Size,Epoch,Node,Data Loading Time (s),GCP Loading Time (s),Cache Loading Time (s),Prefetch Comms Time (s),Data Loading Time Per Batch (ms),Number of Misses,Number of Accesses,Miss Rate,Epoch Run Time (s)
512,256,1,N/A,1,1,275.75,251.8,15.75,0.31,11989.32,4281,11667,0.3669323733607611,419.57
512,256,1,N/A,1,2,271.58,247.62,15.36,0.33,11807.9,3939,11667,0.33761892517356645,415.62
512,256,1,N/A,1,3,267.84,244.08,15.72,0.31,11645.37,4151,11667,0.355789834576155,411.06
512,256,1,N/A,2,1,259.96,234.84,16.74,0.31,11302.51,4056,11667,0.347647210079712,415.2
512,256,1,N/A,2,2,256.9,230.67,17.5,0.3,11169.57,3971,11667,0.34036170395131565,399.93
512,256,1,N/A,2,3,259.37,233.38,17.39,0.35,11276.94,4006,11667,0.34336161823947886,402.88
512,256,2,N/A,1,1,268.42,244.07,16,0.31,11670.47,4132,11667,0.3541613096768664,411.06
512,256,2,N/A,1,2,268.44,243.78,16.26,0.31,11671.43,4173,11667,0.35767549498585754,411.06
512,256,2,N/A,1,3,272.65,249.06,15.55,0.31,11854.18,4247,11667,0.3640181709094026,419.57
512,256,2,N/A,2,1,254.93,229.91,16.64,0.33,11083.83,3943,11667,0.33796177252078513,402.88
512,256,2,N/A,2,2,260.67,233.8,18.37,0.31,11333.48,3894,11667,0.33376189251735666,402.88
512,256,2,N/A,2,3,266.17,240.59,17.19,0.31,11572.45,4004,11667,0.3431901945658695,415.2
512,256,3,N/A,1,1,269.13,244.41,16.15,0.35,11701.5,4012,11667,0.3438758892603068,415.62
512,256,3,N/A,1,2,272.28,247.5,16.4,0.31,11838.44,4295,11667,0.3681323390760264,419.57
512,256,3,N/A,1,3,270.08,245.95,15.57,0.33,11742.7,3906,11667,0.3347904345590126,415.59
512,256,3,N/A,2,1,257.53,232.31,16.85,0.31,11196.95,3970,11667,0.34027599211451104,399.93
512,256,3,N/A,2,2,262.47,235.9,17.82,0.31,11411.78,4112,11667,0.3524470729407731,415.2
512,256,3,N/A,2,3,253.59,227.99,17.12,0.3,11025.45,3888,11667,0.33324762149652865,399.93
512,512,1,N/A,1,1,221.79448723793,199.890821456909,14.4139168262481,0.16736364364624,9643.23857556218,3571,11667,0.3060769692294506,381.830537557601
512,512,1,N/A,1,2,220.817307949066,199.699511051177,13.8858902454376,0.171639442443847,9600.75251952461,3587,11667,0.3074483586183252,381.828468561172
512,512,1,N/A,1,3,234.019585609436,210.452405691146,15.4306638240814,0.20907187461853,10174.7645917146,3802,11667,0.3258764035313277,381.832392692565
512,512,1,N/A,2,1,208.98776435852,187.589632511138,14.1843845844268,0.157759666442871,9086.42453732697,3243,11667,0.2779634867575212,350.097983598709
512,512,1,N/A,2,2,202.60819029808,182.918922185897,13.0749056339263,0.155178070068359,8809.05175209045,3192,11667,0.27359218308048344,350.098131418228
512,512,1,N/A,2,3,209.219124794006,188.128309011459,13.8691174983978,0.180696725845336,9096.48368669592,3230,11667,0.2768492328790606,350.097061634063
512,512,2,N/A,1,1,214.158155441284,195.150891304016,12.6743319034576,0.157801389694213,9311.224149621,3381,11667,0.2897917202365647,359.319062232971
512,512,2,N/A,1,2,217.707730293273,197.998548984527,13.0886898040771,0.15444278717041,9465.5534910119,3447,11667,0.2954487014656724,359.320739269256
512,512,2,N/A,1,3,219.07076048851,198.265288829803,13.6696934700012,0.180398941040039,9524.81567341348,3451,11667,0.29579154881289105,359.320122480392
512,512,2,N/A,2,1,199.616104125976,180.433185338974,12.8474068641662,0.153067588806152,8678.9610489555,3156,11667,0.27050655695551556,342.866592407226
512,512,2,N/A,2,2,202.77530670166,182.794494628906,13.3243701457977,0.156256198883056,8816.31768268087,3161,11667,0.27093511613953886,342.8650128841
512,512,2,N/A,2,3,204.484987020492,184.165827989578,13.4418632984161,0.179886817932128,8890.65160958663,3282,11667,0.2813062483929031,342.865068912506
512,512,3,N/A,1,1,204.623932123184,186.855053424835,11.8000962734222,0.151185274124145,8896.692701008,3237,11667,0.27744921573669323,357.14899110794
512,512,3,N/A,1,2,219.472947597503,199.76583123207,13.0721762180328,0.159461498260498,9542.30206945668,3392,11667,0.29073455044141594,357.155963182449
512,512,3,N/A,1,3,211.415061712265,192.977944374084,12.2547025680542,0.171711921691894,9191.95920488108,3338,11667,0.2861061112539642,357.149758577346
512,512,3,N/A,2,1,189.63879084587,171.742556333541,11.9623041152954,0.146031379699707,8245.16481938569,3065,11667,0.26270677980629126,339.975666046142
512,512,3,N/A,2,2,202.721805095672,182.317177295684,13.5815820693969,0.157076597213745,8813.9915258988,3198,11667,0.2741064541013114,339.967444658279
512,512,3,N/A,2,3,196.321257352828,177.430480718612,12.5883958339691,0.175343036651611,8535.70684142734,3108,11667,0.26639238878889177,339.973957061767
512,768,1,N/A,1,1,162.84,143.6,13.01,0.11,7080.06,2830,11667,0.2425644981571955,304.69
512,768,1,N/A,1,2,164.33,144.66,13.34,0.11,7144.97,2784,11667,0.23862175366418104,304.69
512,768,1,N/A,1,3,163.04,143.49,13.19,0.11,7088.62,2822,11667,0.2418788034627582,305.84
512,768,1,N/A,2,1,147.95,128.43,13.25,0.11,6432.61,2510,11667,0.21513671037970344,291.2
512,768,1,N/A,2,2,149.41,129.35,13.63,0.11,6495.89,2468,11667,0.2115368132339076,291.21
512,768,1,N/A,2,3,149.31,129.83,13.34,0.11,6491.88,2326,11667,0.1993657324076455,289.79
512,768,2,N/A,1,1,164.38,145.19,12.93,0.12,7146.98,2818,11667,0.24153595611553955,306.45
512,768,2,N/A,1,2,166.42,146.37,13.48,0.11,7235.45,2774,11667,0.2377646352961344,306.45
512,768,2,N/A,1,3,165.07,145.68,13.13,0.11,7176.81,2755,11667,0.23613611039684582,306.45
512,768,2,N/A,2,1,148.45,128.21,13.67,0.11,6454.14,2475,11667,0.21213679609154024,289.87
512,768,2,N/A,2,2,147.85,128.02,13.38,0.11,6428.2,2464,11667,0.21119396588668896,289.87
512,768,2,N/A,2,3,147.81,128.13,13.41,0.11,6426.37,2412,11667,0.20673695037284648,289.87
512,768,3,N/A,1,1,162.35,143.54,12.77,0.11,7058.49,2758,11667,0.2363932459072598,305.83
512,768,3,N/A,1,2,165.81,145.66,13.56,0.11,7209.34,2815,11667,0.24127882060512557,305.84
512,768,3,N/A,1,3,163.43,143.9,13.22,0.11,7105.68,2889,11667,0.2476214965286706,304.69
512,768,3,N/A,2,1,146.57,127.79,12.85,0.11,6372.45,2332,11667,0.19988000342847348,289.8
512,768,3,N/A,2,2,150.49,130.41,13.72,0.11,6543.17,2377,11667,0.2037370360846833,289.8
512,768,3,N/A,2,3,147.85,128.39,13.26,0.11,6428.24,2445,11667,0.20956544098740035,291.2
