Batch Size,Trial #,Cache Size,Minimum Queue Size,Epoch,Node,Data Loading Time (s),GCP Loading Time (s),Cache Loading Time (s),Prefetch Comms Time (s),Data Loading Time Per Batch (ms),Number of Misses,Number of Accesses,Miss Rate,Epoch Run Time (s)
512,3,4096,2048,2,3,107.160,66.050,30.700,0.150,3826.970,1641,14000,11.721%,120.760
512,1,4096,3072,1,1,104.959,68.117,27.486,0.158,3748.541,1511,14000,10.793%,114.315
512,1,4096,3072,1,2,92.832,57.524,26.616,0.156,3315.441,1274,14000,9.100%,114.316
512,1,4096,3072,1,3,95.008,58.502,27.415,0.151,3393.153,1298,14000,9.271%,114.315
512,1,4096,3072,2,1,120.091,80.873,29.353,0.140,4288.974,2350,14000,16.786%,130.708
512,1,4096,3072,2,2,86.835,48.739,28.663,0.155,3101.238,1402,14000,10.014%,130.707
512,1,4096,3072,2,3,95.495,58.524,27.699,0.169,3410.520,1636,14000,11.686%,130.707
512,2,4096,3072,1,1,100.683,61.041,29.807,0.192,3595.826,1362,14000,9.729%,113.172
512,2,4096,3072,1,2,94.155,57.919,27.151,0.152,3362.680,1303,14000,9.307%,113.172
512,2,4096,3072,1,3,103.651,65.350,28.854,0.135,3701.824,1568,14000,11.200%,113.172
512,2,4096,3072,2,1,127.366,89.465,28.396,0.162,4548.789,2389,14000,17.064%,137.352
512,2,4096,3072,2,2,98.807,63.610,26.451,0.161,3528.815,1808,14000,12.914%,137.352
512,2,4096,3072,2,3,114.784,76.324,28.690,0.177,4099.429,2131,14000,15.221%,137.352
512,3,4096,3072,1,1,94.717,57.444,28.052,0.142,3382.764,1268,14000,9.057%,113.128
512,3,4096,3072,1,2,97.417,59.081,28.813,0.141,3479.166,1325,14000,9.464%,113.127
512,3,4096,3072,1,3,102.556,64.053,29.155,0.175,3662.730,1502,14000,10.729%,113.127
512,3,4096,3072,2,1,87.508,47.563,30.572,0.154,3125.292,1273,14000,9.093%,114.931
512,3,4096,3072,2,2,103.960,58.964,34.474,0.171,3712.872,1553,14000,11.093%,114.931
512,3,4096,3072,2,3,95.373,52.037,33.302,0.142,3406.165,1392,14000,9.943%,114.931
